Unique_ID	Experiment_ID	TF_Entrez_ID	Target_Entrez_ID	TF_Gene_Name	Target_Gene_Name	PubMed_ID	Experiment_Type	Context_Type	Cell_Type	Cell_Name	Age	Notes	Already in one of the sub-sheets?	Date	Curator	Peer Check
1011	EXP_910	18088	18012	Nkx2-2	Neurod1	19759004	TF-DNA Binding	Primary Tissue	UBERON:0001264	pancreas	E13.5		YES		Taylor	yes
1012	EXP_911	18088	18012	Nkx2-2	Neurod1	19759004	TF-DNA Binding	Cell Line	CLO:0001933	Beta-TC-6 cells	Not Applicable		YES		Taylor	yes
1013	EXP_912	18088	18012	Nkx2-2	Neurod1	19759004	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES		Taylor	YES
3834	EXP_3732	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Primary Tissue	UBERON:0001264	pancreas	E13.5		YES		Taylor	yes
3835	EXP_3733	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Primary Tissue	UBERON:0001264	pancreas	E14.5		YES		Taylor	yes
3836	EXP_3734	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Primary Tissue	UBERON:0001264	pancreas	E16.5		YES		Taylor	yes
3837	EXP_3735	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Primary Tissue	UBERON:0001264	pancreas	E17.5		YES		Taylor	yes
3838	EXP_3736	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Primary Tissue	UBERON:0001264	pancreas	E18.5		YES		Taylor	yes
3839	EXP_3737	18088	4760	Nkx2-2	NEUROD1	19759004	TF Perturbation	Cell Line	CLO:0008381	PANC-1	Not Applicable	synergistic activation with Neurog3	YES	2022.04.05	Taylor	
3840	EXP_3738	11925	4760	Neurog3	NEUROD1	19759004	TF Perturbation	Cell Line	CLO:0008381	PANC-1	Not Applicable	synergistic activation with Nkx2-2	YES	2022.04.05	Taylor	
3841	EXP_3739	18088	18012	Nkx2-2	Neurod1	19759004	TF Perturbation	Cell Line	CLO:0008172	NIH3T3	Not Applicable	synergistic activation with Neurog3	YES	2022.04.05	Taylor	
3842	EXP_3740	11925	18012	Neurog3	Neurod1	19759004	TF Perturbation	Cell Line	CLO:0008172	NIH3T3	Not Applicable	synergistic activation with Nkx2-2	YES	2022.04.05	Taylor	
3843	EXP_3741	18088	16334	Nkx2-2	Ins2	19759004	TF-DNA Binding	Primary Tissue	UBERON:0001264	pancreas	E13.5		YES	2022.04.05	Taylor	
3844	EXP_3742	18088	378435	Nkx2-2	Mafa	19759004	TF-DNA Binding	Primary Tissue	UBERON:0001264	pancreas	E13.5		YES	2022.04.05	Taylor	
3845	EXP_3743	18088	18012	Nkx2-2	Neurod1	19759004	TF-Reporter	Cell Line	CLO:0001933	Beta-TC-6 cells	Not Applicable		YES	2022.04.05	Taylor	
3846	EXP_3744	7528	406938	YY1	MIR146A	28101571	TF Perturbation	Cell Line	EFO:0002074	PC3 cells	Not Applicable		YES	2022.04.05	Joey	
3847	EXP_3745	7528	406938	YY1	MIR146A	28101571	TF Perturbation	Cell Line	EFO:0005441	Du145 cells	Not Applicable		YES	2022.04.05	Joey	
3848	EXP_3746	7528	406938	YY1	MIR146A	28101571	TF-Reporter	Cell Line	EFO:0002074	PC3 cells	Not Applicable		YES	2022.04.05	Joey	
3849	EXP_3747	7528	406938	YY1	MIR146A	28101571	TF-DNA Binding	Cell Line	EFO:0002074	PC3 cells	Not Applicable		YES	2022.04.05	Joey	
3850	EXP_3748	2146	406938	EZH2	MIR146A	28101571	TF Perturbation	Cell Line	EFO:0002074	PC3 cells	Not Applicable		YES	2022.04.05	Joey	
3851	EXP_3749	407040	7528	MIR34A	YY1	22580610	TF-Reporter	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.05	Joey	
3852	EXP_3750	407040	7528	MIR34A	YY1	22580610	TF-Reporter	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.05	Joey	
3853	EXP_3751	7528	1956	YY1	EGFR	22580610	TF-Reporter	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.05	Joey	
3854	EXP_3752	7528	1956	YY1	EGFR	22580610	TF-Reporter	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.05	Joey	
3855	EXP_3753	7528	1956	YY1	EGFR	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.05	Joey	
3856	EXP_3754	7528	1956	YY1	EGFR	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.05	Joey	
3857	EXP_3755	407040	8900	MIR34A	CCNA1	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3858	EXP_3756	407040	595	MIR34A	CCND1	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3859	EXP_3757	407040	896	MIR34A	CCND3	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3860	EXP_3758	407040	1017	MIR34A	CDK2	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3861	EXP_3759	407040	1869	MIR34A	E2F1	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3862	EXP_3760	407040	1871	MIR34A	E2F3	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3863	EXP_3761	407040	1874	MIR34A	E2F4	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3864	EXP_3762	407040	8900	MIR34A	CCNA1	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3865	EXP_3763	407040	595	MIR34A	CCND1	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3866	EXP_3764	407040	896	MIR34A	CCND3	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3867	EXP_3765	407040	1017	MIR34A	CDK2	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3868	EXP_3766	407040	1869	MIR34A	E2F1	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3869	EXP_3767	407040	1874	MIR34A	E2F4	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3870	EXP_3768	407040	1027	MIR34A	CDKN1B	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3871	EXP_3769	407040	1956	MIR34A	EGFR	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3872	EXP_3770	407040	1956	MIR34A	EGFR	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3873	EXP_3771	407040	207	MIR34A	AKT1	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3874	EXP_3772	407040	5594	MIR34A	MAPK1	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3875	EXP_3773	407040	207	MIR34A	AKT1	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3876	EXP_3774	407040	5594	MIR34A	MAPK1	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3877	EXP_3775	407040	1956	MIR34A	EGFR	22580610	TF Perturbation	Cell Line	EFO:0005237	U87 cells	Not Applicable		YES	2022.04.06	Joey	
3878	EXP_3776	407040	207	MIR34A	AKT1	22580610	TF Perturbation	Cell Line	EFO:0005237	U87 cells	Not Applicable		YES	2022.04.06	Joey	
3879	EXP_3777	407040	5594	MIR34A	MAPK1	22580610	TF Perturbation	Cell Line	EFO:0005237	U87 cells	Not Applicable		YES	2022.04.06	Joey	
3880	EXP_3778	407040	1956	MIR34A	EGFR	22580610	TF Perturbation	Cell Line	A341 cells	A341 cells	Not Applicable		YES	2022.04.06	Joey	
3881	EXP_3779	407040	1869	MIR34A	E2F1	22580610	TF Perturbation	Cell Line	A341 cells	A341 cells	Not Applicable		YES	2022.04.06	Joey	
3882	EXP_3780	407040	1871	MIR34A	E2F3	22580610	TF Perturbation	Cell Line	A341 cells	A341 cells	Not Applicable		YES	2022.04.06	Joey	
3883	EXP_3781	407040	1874	MIR34A	E2F4	22580610	TF Perturbation	Cell Line	A341 cells	A341 cells	Not Applicable		YES	2022.04.06	Joey	
3884	EXP_3782	407040	1027	MIR34A	CDKN1B	22580610	TF Perturbation	Cell Line	A341 cells	A341 cells	Not Applicable		YES	2022.04.06	Joey	
3885	EXP_3783	407040	1956	MIR34A	EGFR	22580610	TF Perturbation	Cell Line	CLO:0007634	MDA-MB-231 cells	Not Applicable		YES	2022.04.06	Joey	
3886	EXP_3784	407040	5594	MIR34A	MAPK1	22580610	TF Perturbation	Cell Line	CLO:0007634	MDA-MB-231 cells	Not Applicable		YES	2022.04.06	Joey	
3887	EXP_3785	407040	1956	MIR34A	EGFR	22580610	TF-Reporter	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3888	EXP_3786	407040	1956	MIR34A	EGFR	22580610	TF-Reporter	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3889	EXP_3787	7528	1956	YY1	EGFR	22580610	TF Perturbation	Cell Line	BTO:0002035	U251 cells	Not Applicable		YES	2022.04.06	Joey	
3890	EXP_3788	7528	1956	YY1	EGFR	22580610	TF Perturbation	Cell Line	CLO:0009258	T98G cells	Not Applicable		YES	2022.04.06	Joey	
3891	EXP_3789	7528	51107	YY1	APH1A	21443683	TF-Reporter	Cell Line	CLO:0008154	Neuro-2a cells	Not Applicable		YES	2022.04.06	Joey	
3892	EXP_3790	7528	51107	YY1	APH1A	21443683	TF-Reporter	Cell Line	CLO:0001230	HEK293 cells	Not Applicable		YES	2022.04.06	Joey	
3893	EXP_3791	7528	51107	YY1	APH1A	21443683	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Joey	
3894	EXP_3792	10919	29128	EHMT2	UHRF1	25765655	TF Perturbation	Cell Line	CLO:0007986	H1299 cells	Not Applicable		YES	2022.04.06	Joey	
3895	EXP_3793	110147	18140	Ehmt2	Uhrf1	25765655	TF Perturbation	Primary cell	CL:2000042	embryonic fibroblasts	Unknown		YES	2022.04.06	Joey	
3896	EXP_3794	10919	29128	EHMT2	UHRF1	25765655	TF Perturbation	Cell Line	EFO:0002067	K562 cells	Not Applicable		YES	2022.04.06	Joey	
3897	EXP_3795	10919	29128	EHMT2	UHRF1	25765655	TF-Reporter	Cell Line	EFO:0001082	293T cells	Not Applicable		YES	2022.04.06	Joey	
3898	EXP_3796	10919	29128	EHMT2	UHRF1	25765655	TF-DNA Binding	Cell Line	CLO:0007986	H1299 cells	Not Applicable		YES	2022.04.06	Joey	
3899	EXP_3797	7528	29128	YY1	UHRF1	25765655	TF-Reporter	Cell Line	EFO:0001082	293T cells	Not Applicable		YES	2022.04.06	Joey	
3901	EXP_3799	20423	21380	Shh	Tbx1	12533514	TF-Reporter	Primary Tissue	UBERON:0000922	whole embryo	E9.5-10.5		YES	2022.04.06	Taylor	
3902	EXP_3800	15376	21380	Foxa2	Tbx1	12533514	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Taylor	
3903	EXP_3801	17300	21380	Foxc1	Tbx1	12533514	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Taylor	
3904	EXP_3802	14234	21380	Foxc2	Tbx1	12533514	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Taylor	
3905	EXP_3803	15375	21380	Foxa1	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.06	Taylor	
3906	EXP_3804	17300	21380	Foxc1	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.06	Taylor	
3907	EXP_3805	14234	21380	Foxc2	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.06	Taylor	
3920	EXP_3818	15375	21380	Foxa1	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0002597	COS-7 cells	Not Applicable		YES	2022.04.06	Taylor	
3921	EXP_3819	17300	21380	Foxc1	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0002598	COS-7 cells	Not Applicable		YES	2022.04.06	Taylor	
3922	EXP_3820	14234	21380	Foxc2	Tbx1	12533514	TF-Reporter	Cell Line	CLO:0002599	COS-7 cells	Not Applicable		YES	2022.04.06	Taylor	
3923	EXP_3821	17300	21380	Foxc1	Tbx1	12533514	TF Perturbation	Primary Tissue	UBERON:0000922	whole embryo	E9.5-10.5		YES	2022.04.06	Taylor	
3924	EXP_3822	14234	21380	Foxc2	Tbx1	12533514	TF Perturbation	Primary Tissue	UBERON:0000922	whole embryo	E9.5-10.5		YES	2022.04.06	Taylor	
3925	EXP_3823	20423	15376	Shh	Foxa2	12533514	TF Perturbation	Primary Tissue	UBERON:0000922	whole embryo	E9.5		YES	2022.04.06	Taylor	
3926	EXP_3824	20423	17300	Shh	Foxc1	12533514	TF Perturbation	Primary Tissue	UBERON:0000922	whole embryo	E9.5		YES	2022.04.06	Taylor	
3927	EXP_3825	20423	14234	Shh	Foxc2	12533514	TF Perturbation	Primary Tissue	UBERON:0000922	whole embryo	E9.5		YES	2022.04.06	Taylor	
3928	EXP_3826	18091	14165	Nkx2-5	Fgf10	23093675	TF-Reporter	Primary Tissue	UBERON:0000948	heart	E9.5		YES	2022.04.06	Taylor	yes
3929	EXP_3827	18091	14165	Nkx2-5	Fgf10	23093675	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Taylor	yes
3930	EXP_3828	16392	14165	Isl1	Fgf10	23093675	TF-Reporter	Primary Tissue	UBERON:0000948	heart	E9.5		YES	2022.04.06	Taylor	yes
3931	EXP_3829	16392	14165	Isl1	Fgf10	23093675	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.06	Taylor	yes
3932	EXP_3830	18091	14165	Nkx2-5	Fgf10	23093675	TF-DNA Binding	Primary Tissue	UBERON:0000948	heart	E9.5		YES	2022.04.06	Taylor	yes
3933	EXP_3831	16392	14165	Isl1	Fgf10	23093675	TF-DNA Binding	Primary Tissue	UBERON:0000948	heart	E9.5		YES	2022.04.06	Taylor	yes
3934	EXP_3832	21380	14165	Tbx1	Fgf10	23093675	TF-Reporter	Primary Tissue	UBERON:0000948	heart	E9.5		YES	2022.04.07	Taylor	yes
3935	EXP_3833	21380	18741	Tbx1	Pitx2	16556915	TF Perturbation	Primary Tissue	UBERON:0000922	embryo	E8		YES	2022.04.07	Taylor	yes
3936	EXP_3834	21380	18741	Tbx1	Pitx2	16556915	TF Perturbation	Primary Tissue	UBERON:0000948	heart	E10-10.5		YES	2022.04.07	Taylor	yes
3937	EXP_3835	21380	18741	Tbx1	Pitx2	16556915	TF-Reporter	Cell Line	CLO:0002599	COS-7 cells	Not Applicable	synergistic activation with Nkx2-5	YES	2022.04.07	Taylor	yes
3938	EXP_3836	18091	18741	Nkx2-5	Pitx2	16556915	TF-Reporter	Cell Line	CLO:0002599	COS-7 cells	Not Applicable	synergistic activation with Tbx1	YES	2022.04.07	Taylor	yes
3942	EXP_3840	21380	18741	Tbx1	Pitx2	16556915	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Taylor	yes
3939	EXP_3837	3065	29128	HDAC1	UHRF1	25765655	TF-Reporter	Cell Line	EFO:0001082	293T cells	Not Applicable		YES	2022.04.06	Joey	
3940	EXP_3838	7528	29128	YY1	UHRF1	25765655	TF Pertubation	Cell Line	EFO:0001082	293T cells	Not Applicable		YES	2022.04.06	Joey	
3941	EXP_3839	10919	29128	EHMT2	UHRF1	25765655	TF-DNA Binding	Cell Line	EFO:0001082	293T cells	Not Applicable		YES	2022.04.06	Joey	
3943	EXP_3841	6772	2175	STAT1	FANCA	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3944	EXP_3842	6772	2187	STAT1	FANCB	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3945	EXP_3843	6772	2176	STAT1	FANCC	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3946	EXP_3844	6772	2178	STAT1	FANCE	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3947	EXP_3845	6772	2188	STAT1	FANCF	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3948	EXP_3846	6772	2189	STAT1	FANCG	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3949	EXP_3847	6772	55120	STAT1	FANCL	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3950	EXP_3848	6772	57697	STAT1	FANCM	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3951	EXP_3849	6775	2175	STAT4	FANCA	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3952	EXP_3850	6775	2187	STAT4	FANCB	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3953	EXP_3851	6775	2176	STAT4	FANCC	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3954	EXP_3852	6775	2178	STAT4	FANCE	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3955	EXP_3853	6775	2188	STAT4	FANCF	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3956	EXP_3854	6775	2189	STAT4	FANCG	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3957	EXP_3855	6775	55120	STAT4	FANCL	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3958	EXP_3856	6775	57697	STAT4	FANCM	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3959	EXP_3857	4086	2187	SMAD1	FANCB	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3960	EXP_3858	4086	57697	SMAD1	FANCM	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3961	EXP_3859	4089	2187	SMAD4	FANCB	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3962	EXP_3860	4089	57697	SMAD4	FANCM	21826217	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
3963	EXP_3861	6772	2175	STAT1	FANCA	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3964	EXP_3862	6772	2187	STAT1	FANCB	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3965	EXP_3863	6772	2176	STAT1	FANCC	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3966	EXP_3864	6772	2178	STAT1	FANCE	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3967	EXP_3865	6772	55120	STAT1	FANCL	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3968	EXP_3866	4086	2187	SMAD1	FANCB	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3969	EXP_3867	4086	2189	SMAD1	FANCG	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3970	EXP_3868	4086	55120	SMAD1	FANCL	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3971	EXP_3869	4086	57697	SMAD1	FANCM	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3972	EXP_3870	6775	2175	STAT4	FANCA	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3973	EXP_3871	6775	2178	STAT4	FANCE	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3974	EXP_3872	6775	2188	STAT4	FANCF	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3975	EXP_3873	4089	2175	SMAD4	FANCA	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3976	EXP_3874	4089	2176	SMAD4	FANCC	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3977	EXP_3875	4089	2188	SMAD4	FANCF	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3978	EXP_3876	18740	12022	Pitx1	Barx1	18082678	TF Perturbation	Primary Tissue	UBERON:0001684	mandible	E17.5		YES	2022.04.07	Taylor	
3979	EXP_3877	18740	12022	Pitx1	Barx1	18082678	TF Perturbation	Primary Tissue	UBERON:0001684	mandible	E10.5-12.5		YES	2022.04.07	Taylor	
3980	EXP_3878	18740	21380	Pitx1	Tbx1	18082678	TF Perturbation	Primary Tissue	UBERON:0001684	mandible	E17.5		YES	2022.04.07	Taylor	
3981	EXP_3879	21380	12575	Tbx1	Cdkn1a	20816801	TF Perturbation	Primary Tissue	UBERON:0003843	molar dental epithelium	E16.5-E18.5		YES	2022.04.07	Taylor	
3982	EXP_3880	21380	12575	Tbx1	Cdkn1a	20816801	TF-Reporter	Cell Line	LS-8	LS-8 oral epithelial cells	Not Applicable		YES	2022.04.07	Taylor	
3983	EXP_3881	18741	12575	Pitx2	Cdkn1a	20816801	TF-Reporter	Cell Line	LS-8	LS-8 oral epithelial cells	Not Applicable		YES	2022.04.07	Taylor	
3984	EXP_3882	18741	16842	Pitx2	Lef1	20816801	TF-Reporter	Cell Line	LS-8	LS-8 oral epithelial cells	Not Applicable		YES	2022.04.07	Taylor	
3985	EXP_3883	18741	18741	Pitx2	Pitx2	20816801	TF-Reporter	Cell Line	CLO:0002421	CHO cells	Not Applicable		YES	2022.04.07	Taylor	
3986	EXP_3884	18741	12575	Pitx2	Cdkn1a	20816801	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Taylor	
3987	EXP_3885	18741	12575	Pitx2	Cdkn1a	20816801	TF-DNA Binding	Cell Line	LS-8	LS-8 oral epithelium cell line	Not Applicable		YES	2022.04.07	Taylor	
3988	EXP_3886	18741	12575	Pitx2	Cdkn1a	20816801	TF Perturbation	Primary cell	CL:2000042	MEF	E14.5		YES	2022.04.07	Taylor	
3989	EXP_3887	21380	18741	Tbx1	Pitx2	20816801	TF Perturbation	Primary cell	CL:2000042	MEF	E14.5		YES	2022.04.07	Taylor	
3992	EXP_3890	4089	55120	SMAD4	FANCL	21826217	TF Perturbation	Cell Line	CLO:0003684	HeLa cells	Not Applicable		YES	2022.04.07	Joey	
3993	EXP_3891	4089	2175	SMAD4	FANCA	21826217	TF Perturbation	Primary cell	CL:0000057	fibroblasts	Unknown		YES	2022.04.07	Joey	
3994	EXP_3892	6772	2175	STAT1	FANCA	21826217	TF Perturbation	Primary cell	CL:0000057	fibroblasts	Unknown		YES	2022.04.07	Joey	
3995	EXP_3893	6775	2175	STAT4	FANCA	21826217	TF Perturbation	Primary cell	CL:0000057	fibroblasts	Unknown		YES	2022.04.07	Joey	
3996	EXP_3894	4145	7852	MATK	CXCR4	15805285	TF Perturbation	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable		YES	2022.04.07	Joey	
3997	EXP_3895	4145	7852	MATK	CXCR4	15805285	TF Perturbation	Cell Line	CLO:0007634	MDA-MB-231 cells	Not Applicable		YES	2022.04.07	Joey	
3998	EXP_3896	4145	7852	MATK	CXCR4	15805285	TF-Reporter	Cell Line	CLO:0007634	MDA-MB-231 cells	Not Applicable		YES	2022.04.07	Joey	
3999	EXP_3897	4145	7852	MATK	CXCR4	15805285	TF-Reporter	Cell Line	EFO:0001203	MCF-7 cells	Not Applicable		YES	2022.04.07	Joey	
4000	EXP_3898	7528	7852	YY1	CXCR4	15805285	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4001	EXP_3899	7528	7852	YY1	CXCR4	14563373	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4002	EXP_3900	6667	4988	SP1	OPRM1	19765550	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4003	EXP_3901	7528	4988	YY1	OPRM1	19765550	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4004	EXP_3902	1869	4988	E2F1	OPRM1	19765550	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4005	EXP_3903	7528	7852	YY1	CXCR4	11145693	TF Perturbation	Cell Line	JJHAN cells	JJHAN cells	Not Applicable		YES	2022.04.07	Joey	
4006	EXP_3904	7528	7852	YY1	CXCR4	11145693	TF Perturbation	Cell Line	BTO:0003030	MT-4 cells	Not Applicable		YES	2022.04.07	Joey	
4007	EXP_3905	7528	7852	YY1	CXCR4	11145693	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Joey	
4008	EXP_3906	4609	7852	MYC	CXCR4	11145693	TF-Reporter	Cell Line	JJHAN cells	JJHAN cells	Not Applicable		YES	2022.04.07	Joey	
4013	EXP_3911	21380	12261	Tbx1	C1qbp	22982415	TF Perturbation	Cell Line	CLO:0008301	P19 cells	Not Applicable		YES	2022.04.07	Taylor	
4014	EXP_3912	21380	22627	Tbx1	Ywhae	22982415	TF Perturbation	Cell Line	CLO:0008301	P19 cells	Not Applicable		YES	2022.04.07	Taylor	
4015	EXP_3913	21380	12261	Tbx1	C1qbp	22982415	TF-Reporter	Cell Line	CLO:0002071	C2C12 cells	Not Applicable		YES	2022.04.07	Taylor	
4016	EXP_3914	21380	22627	Tbx1	Ywhae	22982415	TF-Reporter	Cell Line	CLO:0002071	C2C12 cells	Not Applicable		YES	2022.04.07	Taylor	
4017	EXP_3915	21380	12261	Tbx1	C1qbp	22982415	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Taylor	
4018	EXP_3916	21380	22627	Tbx1	Ywhae	22982415	TF-DNA Binding	In vitro	Not Applicable		Not Applicable		YES	2022.04.07	Taylor	
4019	EXP_3917	21380	12261	Tbx1	C1qbp	22982415	TF Perturbation	Primary Tissue	UBERON:0000922	embryo	E10.5		YES	2022.04.07	Taylor	
